GBPUSD Historical Data
Date,Open,High,Low,Close,Change(Pips),Change(%)
10/23/2023 00:00,1.21625,1.2259,1.21419,1.22488,86.3,0.70,
10/20/2023 00:00,1.21348,1.2171,1.2092,1.215,15.2,0.13,
10/19/2023 00:00,1.21409,1.2191,1.2089,1.21346,-6.3,-0.05,
10/18/2023 00:00,1.21779,1.2211,1.21358,1.21409,-37.0,-0.30,
10/17/2023 00:00,1.22098,1.22155,1.2132,1.21769,-32.9,-0.27,
10/16/2023 00:00,1.2154,1.222,1.2142,1.22098,55.8,0.46,
10/13/2023 00:00,1.21824,1.22252,1.20435,1.2123,-59.4,-0.49,
10/12/2023 00:00,1.23146,1.2332,1.217,1.2183,-131.6,-1.08,
10/11/2023 00:00,1.22885,1.23373,1.22671,1.23145,26.0,0.21,
10/10/2023 00:00,1.22486,1.22968,1.22103,1.2288,39.4,0.32,
10/09/2023 00:00,1.2219,1.2252,1.2161,1.2248,29,0.24,
10/06/2023 00:00,1.21865,1.22614,1.2104,1.2239,52.5,0.43,
10/05/2023 00:00,1.21365,1.2196,1.2106,1.21832,46.7,0.38,
10/04/2023 00:00,1.20759,1.21768,1.20364,1.21367,60.8,0.50,
10/03/2023 00:00,1.20889,1.2102,1.2051,1.20769,-12.0,-0.10,
10/02/2023 00:00,1.21924,1.222,1.2082,1.2088,-104.4,-0.86,
09/29/2023 00:00,1.22028,1.2272,1.2179,1.2196,-6.8,-0.06,
09/28/2023 00:00,1.21347,1.2225,1.2119,1.22038,69.1,0.57,
09/27/2023 00:00,1.21456,1.21644,1.2109,1.21339,-11.7,-0.10,
09/26/2023 00:00,1.22124,1.2215,1.2142,1.21457,-66.7,-0.55,
09/25/2023 00:00,1.22406,1.22501,1.2193,1.22102,-30.4,-0.25,
09/22/2023 00:00,1.2292,1.22934,1.2229,1.224,-52,-0.42,
09/21/2023 00:00,1.23264,1.23314,1.22361,1.22925,-33.9,-0.28,
09/20/2023 00:00,1.23925,1.24214,1.2322,1.23258,-66.7,-0.54,
09/19/2023 00:00,1.23817,1.2425,1.2368,1.2391,9.3,0.08,
09/18/2023 00:00,1.23968,1.24104,1.23688,1.23819,-14.9,-0.12,
09/15/2023 00:00,1.23995,1.2446,1.2377,1.2385,-14.5,-0.12,
09/14/2023 00:00,1.24887,1.2506,1.2395,1.23994,-89.3,-0.72,
09/13/2023 00:00,1.24895,1.25118,1.24325,1.24891,-0.4,0.00,
09/12/2023 00:00,1.25077,1.25293,1.2458,1.249,-17.7,-0.14,
09/11/2023 00:00,1.2487,1.2548,1.2471,1.25076,20.6,0.16,
09/08/2023 00:00,1.24743,1.2515,1.2449,1.2464,-10.3,-0.08,
09/07/2023 00:00,1.2498,1.2506,1.24442,1.2473,-25,-0.20,
09/06/2023 00:00,1.25694,1.25813,1.24808,1.24969,-72.5,-0.58,
09/05/2023 00:00,1.26215,1.26316,1.2527,1.25693,-52.2,-0.42,
09/04/2023 00:00,1.25965,1.2643,1.2587,1.26216,25.1,0.20,
09/01/2023 00:00,1.267,1.27126,1.2576,1.2586,-84,-0.67,
08/31/2023 00:00,1.27107,1.27341,1.265,1.267,-40.7,-0.32,
08/30/2023 00:00,1.26343,1.27457,1.2619,1.27107,76.4,0.60,
08/29/2023 00:00,1.26105,1.2655,1.2561,1.26355,25.0,0.20,
08/28/2023 00:00,1.25883,1.2616,1.2564,1.26104,22.1,0.18,
08/25/2023 00:00,1.25919,1.26543,1.2547,1.258,-11.9,-0.09,
08/24/2023 00:00,1.27199,1.2729,1.2585,1.25921,-127.8,-1.01,
08/23/2023 00:00,1.2729,1.2764,1.2613,1.27196,-9.4,-0.07,
08/22/2023 00:00,1.27593,1.28003,1.2717,1.27309,-28.4,-0.22,
08/21/2023 00:00,1.27407,1.2767,1.2708,1.2758,17.3,0.14,
08/18/2023 00:00,1.27464,1.2766,1.26547,1.2733,-13.4,-0.11,
08/17/2023 00:00,1.2727,1.27873,1.2702,1.27464,19.4,0.15,
08/16/2023 00:00,1.26998,1.2767,1.2686,1.27266,26.8,0.21,
08/15/2023 00:00,1.26845,1.27523,1.26735,1.26996,15.1,0.12,
08/14/2023 00:00,1.26936,1.27148,1.26159,1.26846,-9.0,-0.07,
08/11/2023 00:00,1.26695,1.27386,1.26647,1.2693,23.5,0.19,
08/10/2023 00:00,1.27193,1.28183,1.2666,1.2669,-50.3,-0.40,
08/09/2023 00:00,1.2743,1.27821,1.2706,1.2719,-24,-0.19,
08/08/2023 00:00,1.278,1.2786,1.2682,1.2743,-37,-0.29,
08/07/2023 00:00,1.27481,1.279,1.271,1.27801,32.0,0.25,
08/04/2023 00:00,1.27153,1.27921,1.26869,1.2747,31.7,0.25,
08/03/2023 00:00,1.27173,1.2728,1.26197,1.2714,-3.3,-0.03,
08/02/2023 00:00,1.27951,1.27985,1.2679,1.27174,-77.7,-0.61,
08/01/2023 00:00,1.28313,1.28387,1.274,1.27942,-37.1,-0.29,
07/31/2023 00:00,1.28531,1.2873,1.2826,1.28314,-21.7,-0.17,
07/28/2023 00:00,1.27927,1.28883,1.27616,1.2845,52.3,0.41,
07/27/2023 00:00,1.29267,1.2996,1.278,1.27929,-133.8,-1.05,
07/26/2023 00:00,1.28931,1.29602,1.2874,1.29258,32.7,0.25,
07/25/2023 00:00,1.28115,1.2905,1.2808,1.28924,80.9,0.63,
07/24/2023 00:00,1.28519,1.2884,1.2796,1.28118,-40.1,-0.31,
07/21/2023 00:00,1.28717,1.2904,1.2815,1.2855,-16.7,-0.13,
07/20/2023 00:00,1.29362,1.2965,1.2838,1.28718,-64.4,-0.50,
07/19/2023 00:00,1.30331,1.3039,1.2866,1.2936,-97.1,-0.75,
07/18/2023 00:00,1.30707,1.3126,1.30277,1.30334,-37.3,-0.29,
07/17/2023 00:00,1.30891,1.3109,1.30503,1.30714,-17.7,-0.14,
07/14/2023 00:00,1.31273,1.31424,1.30848,1.309,-37.3,-0.28,
07/13/2023 00:00,1.29944,1.3144,1.29814,1.31277,133.3,1.02,
07/12/2023 00:00,1.29336,1.3001,1.2902,1.29942,60.6,0.47,
07/11/2023 00:00,1.28638,1.29391,1.2854,1.2933,69.2,0.54,
