EURUSD Historical Data
Date,Open,High,Low,Close,Change(Pips),Change(%)
08/21/2023 00:00,1.08745,1.0914,1.0868,1.08973,22.8,0.21,
08/18/2023 00:00,1.08743,1.0894,1.08112,1.089,15.7,0.14,
08/17/2023 00:00,1.08743,1.0919,1.0855,1.08741,-0.2,0.00,
08/16/2023 00:00,1.09037,1.0935,1.087,1.08745,-29.2,-0.27,
08/15/2023 00:00,1.09076,1.09523,1.08952,1.09034,-4.2,-0.04,
08/14/2023 00:00,1.0943,1.0961,1.0874,1.0906,-37,-0.34,
08/11/2023 00:00,1.09816,1.1005,1.0941,1.0963,-18.6,-0.17,
08/10/2023 00:00,1.09769,1.10647,1.0966,1.09814,4.5,0.04,
08/09/2023 00:00,1.09593,1.0996,1.0954,1.0976,16.7,0.15,
08/08/2023 00:00,1.10024,1.1011,1.09287,1.09588,-43.6,-0.40,
08/07/2023 00:00,1.10022,1.1013,1.0964,1.10025,0.3,0.00,
08/04/2023 00:00,1.09511,1.10418,1.0934,1.1025,73.9,0.67,
08/03/2023 00:00,1.0943,1.09626,1.0911,1.09506,7.6,0.07,
08/02/2023 00:00,1.10076,1.10076,1.0917,1.09433,-64.3,-0.59,
08/01/2023 00:00,1.09965,1.102,1.0952,1.10073,10.8,0.10,
07/31/2023 00:00,1.10235,1.1046,1.09914,1.09965,-27.0,-0.25,
07/28/2023 00:00,1.09779,1.10476,1.09429,1.1035,57.1,0.52,
07/27/2023 00:00,1.10777,1.115,1.0964,1.09778,-99.9,-0.91,
07/26/2023 00:00,1.10498,1.11065,1.1036,1.10777,27.9,0.25,
07/25/2023 00:00,1.10627,1.1087,1.102,1.105,-12.7,-0.11,
07/24/2023 00:00,1.11243,1.1147,1.1058,1.10629,-61.4,-0.56,
07/21/2023 00:00,1.11344,1.1145,1.1107,1.1132,-2.4,-0.02,
07/20/2023 00:00,1.1205,1.12291,1.1117,1.11344,-70.6,-0.63,
07/19/2023 00:00,1.12278,1.12402,1.1173,1.12048,-23.0,-0.21,
07/18/2023 00:00,1.12371,1.12757,1.12084,1.12282,-8.9,-0.08,
07/17/2023 00:00,1.1227,1.1249,1.1203,1.12374,10.4,0.09,
07/14/2023 00:00,1.12233,1.1247,1.11878,1.1246,22.7,0.20,
07/13/2023 00:00,1.11403,1.123,1.1128,1.12235,83.2,0.74,
07/12/2023 00:00,1.10133,1.1141,1.101,1.11405,127.2,1.14,
07/11/2023 00:00,1.10051,1.10269,1.0976,1.10134,8.3,0.08,
